order_id,product,city,supplier,price,quantity,order_date,delivery_date,warehouse,transport_cost,discount,customer_rating,returned,payment_method,delivery_status,notes
ORD2743,Monitor,mumbai ,Supplier A,34126,3,20/02/2023,2023-09-21,,300rs,,2,no,,Pending,
ORD2744,Tablet,chen nai,,31961,3,2023-03-23,12-10-2023,WH3,300rs,15,2,,Cash,Delivered,urgent
ORD2745,Mouse,Hyderabad,Supplier A,39721,17,2023-03-01,2023-04-27,,100,15,4,,Cash,Cancelled,urgent
ORD2746,Monitor,chen nai,Supplier B,34.844k,6,2023-01-02,2023-10-15,WH1,200,ten,5,no,card ,Delivered,urgent
ORD2747,Keyboard,Mumbai,unknown,15088 INR,15,2023-07-17,08-30-2023,,unknown,0,,YES,Card,Cancelled,late delivery
ORD2748,Tablet,Mumbai,Supplier C,8236 INR,11,2023-07-09,2023-10-15,WH1,300rs,,4,no,,,
ORD2749,Keyboard,Chennai,Supplier B,39.439k,18,2023-01-10,2023-10-08,WH3,300,ten,5,yes,Cash,Pending,urgent
ORD2750,Mobile,Hyderabad,unknown,23148,3,2023-07-30,2023-05-14,,100,ten,4,,Card,,late delivery
ORD2751,Laptop,Mumbai,,38.742k,17,08/01/2023,06-16-2023,WH1,300rs,ten,5,yes,Cash,Cancelled,urgent
ORD2752,Tablet,banglore,,₹37295,11,2023-10-05,2023-09-04,WH2,300,10,,YES,Card,Delivered,late delivery
ORD2753,Mobile,banglore,,46060 INR,6,10/10/2023,2023-08-01,WH2,unknown,10,2,yes,Card,,check address
ORD2754,Mobile,Bangalore,Supplier A,43564,5,2023-08-19,2023-09-04,WH2,nan,ten,5,YES,,Cancelled,check address
ORD2755,Tablet,mumbai ,,34843,10,2023-09-08,03-14-2023,WH1,unknown,,4,no,card ,,late delivery
ORD2756,Keyboard,Delhi,,21.432k,2,26/08/2023,02/05/2023,,300,10,3,No,UPI,Cancelled,urgent
ORD2757,Mouse,chen nai,Supplier A,17712,15,19/08/2023,2023-06-03,WH2,unknown,15,4,No,Cash,Delivered,check address
ORD2758,Mobile,mumbai ,unknown,15.433k,11,16/12/2023,2023-10-26,WH3,100,15,2,no,Card,,
ORD2759,Monitor,Delhi,Supplier B,28808 INR,14,2023-03-01,2023-09-30,WH3,300rs,15,5,,card ,Pending,check address
ORD2760,Mobile,Delhi,Supplier C,37245 INR,14,2023-04-25,23/05/2023,WH3,200,0,5,YES,Card,,late delivery
ORD2761,Mouse,Bengaluru,,40.892k,3,2023-09-17,07-07-2023,WH2,200,10,5,yes,Cash,Cancelled,urgent
ORD2762,Keyboard,Mumbai,,18.386k,16,2023-06-29,15/12/2023,WH2,300,0,2,No,UPI,delivered,urgent
ORD2763,Keyboard,Bangalore,,₹26152,14,01-14-2023,2023-11-01,,300,10,,yes,,Delivered,check address
ORD2764,Monitor,Mumbai,Supplier A,25.902k,10,2023-04-14,09-05-2023,WH1,300,15,4,yes,UPI,,check address
ORD2765,Mobile,Bangalore,Supplier A,33662 INR,8,11-06-2023,30/09/2023,WH3,300rs,15,5,yes,,Cancelled,check address
ORD2766,Keyboard,mumbai ,Supplier A,15702 INR,12,07-26-2023,19/09/2023,,200,,3,,Card,Pending,check address
ORD2767,Mouse,hydrabad,Supplier C,36589,5,2023-11-25,2023-01-23,WH1,200,10,,No,card ,Delivered,urgent
ORD2768,Tablet,hydrabad,Supplier B,43425,13,2023-09-26,2023-09-19,WH2,100,5,3,yes,,Delivered,check address
ORD2769,Laptop,Chennai,,45185 INR,12,25/06/2023,2023-08-25,WH1,100,0,1,yes,Card,Pending,urgent
ORD2770,Laptop,Chennai,unknown,₹27857,3,10/07/2023,2023-07-20,WH3,nan,15,3,No,Cash,Pending,urgent
ORD2771,Laptop,mumbai ,,46707,17,30/12/2023,11-20-2023,WH1,300rs,,1,yes,Cash,Cancelled,urgent
ORD2772,Mobile,Hyderabad,,19.764k,5,2023-02-11,2023-10-15,WH1,300,,5,YES,card ,,late delivery
ORD2773,Monitor,banglore,,₹9686,6,12-23-2023,03-26-2023,WH2,100,15,2,No,card ,Delivered,check address
ORD2774,Keyboard,Delhi,,3416 INR,13,2023-09-14,2023-06-25,WH2,nan,10,2,yes,Cash,delivered,check address
ORD2775,Tablet,Bangalore,Supplier B,26.729k,6,04-08-2023,08-22-2023,,nan,,2,,Cash,Pending,urgent
ORD2776,Mouse,delhi,unknown,33671 INR,13,2023-04-04,2023-09-22,WH2,200,10,5,YES,,Pending,late delivery
ORD2777,Tablet,hydrabad,Supplier A,₹3142,15,2023-04-10,2023-12-06,WH2,300rs,,5,no,card ,Delivered,late delivery
ORD2778,Mouse,Mumbai,unknown,20772,2,03-16-2023,04-10-2023,WH3,300rs,0,4,,Cash,Pending,check address
ORD2779,Mobile,mumbai ,,26377,11,2023-01-25,2023-11-01,WH3,unknown,10,,no,,Pending,check address
ORD2780,Laptop,Delhi,unknown,44002,16,2023-01-24,2023-10-14,WH1,300,,3,no,Card,,check address
ORD2781,Mobile,hydrabad,,1207 INR,18,29/08/2023,02-19-2023,WH3,300rs,15,5,yes,card ,Cancelled,late delivery
ORD2782,Monitor,Bangalore,unknown,11.846k,2,01/01/2023,2023-12-16,,unknown,5,3,YES,card ,Cancelled,late delivery
ORD2783,Monitor,chen nai,Supplier C,₹42432,10,2023-06-29,06-05-2023,,300,15,2,yes,Cash,Pending,check address
ORD2784,Mouse,Hyderabad,unknown,22.511k,13,23/04/2023,12-31-2023,WH1,300rs,10,3,,Cash,delivered,late delivery
ORD2785,Keyboard,Mumbai,Supplier A,₹25711,8,2023-02-27,2023-04-21,,200,ten,4,no,Cash,Pending,late delivery
ORD2786,Keyboard,Chennai,Supplier A,49014,7,2023-07-22,17/10/2023,,unknown,15,2,yes,Cash,delivered,check address
ORD2787,Mouse,mumbai ,unknown,₹38124,16,2023-01-23,2023-03-19,WH2,nan,15,3,,UPI,delivered,
ORD2788,Monitor,hydrabad,unknown,26.746k,17,11-11-2023,03-21-2023,WH1,300rs,ten,4,,Cash,delivered,
ORD2789,Monitor,Chennai,Supplier B,7024 INR,9,2023-07-03,2023-07-10,,300rs,5,,no,Card,delivered,late delivery
ORD2790,Monitor,Bangalore,unknown,31392,8,22/05/2023,2023-01-11,WH1,200,ten,3,yes,Cash,Delivered,late delivery
ORD2791,Mobile,Chennai,Supplier A,41373,5,2023-12-27,2023-09-14,,100,15,4,YES,Cash,Pending,
ORD2792,Monitor,hydrabad,Supplier C,35204 INR,5,08-13-2023,2023-01-24,WH3,300,,3,,Card,Delivered,late delivery
ORD2793,Tablet,hydrabad,Supplier A,45.531k,13,2023-04-10,02-09-2023,WH1,100,0,2,yes,,delivered,check address
ORD2794,Laptop,Mumbai,Supplier B,23759 INR,16,2023-09-24,2023-03-19,WH3,nan,5,2,YES,Card,,check address
ORD2795,Monitor,banglore,unknown,27724,11,29/03/2023,05-17-2023,WH1,100,10,1,no,card ,Cancelled,
ORD2796,Mouse,hydrabad,Supplier C,₹46772,15,2023-11-28,01/09/2023,WH3,nan,,4,YES,Card,Pending,
ORD2797,Laptop,Delhi,Supplier A,42466 INR,17,2023-02-24,12-19-2023,WH2,300,10,3,no,card ,Pending,
ORD2798,Mobile,banglore,Supplier C,₹11797,15,05-06-2023,08/07/2023,WH3,200,5,,,UPI,Delivered,late delivery
ORD2799,Mouse,mumbai ,,26.021k,12,2023-06-22,2023-10-08,,nan,5,3,No,Card,delivered,urgent
ORD2800,Laptop,banglore,Supplier A,36549 INR,4,11/12/2023,2023-10-15,WH2,300,15,3,No,,delivered,check address
ORD2801,Mouse,Bengaluru,,34211,4,12-28-2023,2023-11-16,WH3,unknown,ten,5,,UPI,Delivered,urgent
ORD2802,Mobile,hydrabad,Supplier C,43.5k,16,19/09/2023,2023-03-14,WH2,200,5,4,YES,Cash,Pending,
ORD2803,Tablet,Delhi,unknown,44730 INR,15,26/12/2023,2023-04-22,WH2,100,10,3,No,,Delivered,late delivery
ORD2804,Mobile,Bangalore,unknown,34334 INR,8,2023-03-17,04/11/2023,,100,5,1,no,Card,Cancelled,urgent
ORD2805,Mobile,Delhi,unknown,₹20986,8,2023-07-02,2023-11-24,WH3,nan,0,2,,Card,Pending,late delivery
ORD2806,Mouse,Bengaluru,,19.32k,11,13/11/2023,2023-06-16,WH2,300rs,15,5,yes,,delivered,
ORD2807,Keyboard,delhi,unknown,₹37951,17,15/02/2023,2023-02-06,,unknown,5,5,No,Cash,,urgent
ORD2808,Monitor,banglore,Supplier B,41.694k,3,2023-09-19,07-01-2023,WH1,300rs,0,2,YES,Cash,,check address
ORD2809,Monitor,Delhi,Supplier A,43612,7,03/10/2023,2023-07-15,WH1,unknown,10,,,UPI,Pending,urgent
ORD2810,Tablet,Chennai,Supplier A,39.569k,12,29/09/2023,2023-09-29,WH2,200,10,,No,,Pending,check address
ORD2811,Tablet,Bangalore,Supplier C,47564 INR,1,05-10-2023,2023-12-12,WH2,100,0,5,No,card ,delivered,
ORD2812,Monitor,hydrabad,,17021 INR,11,06-24-2023,2023-07-06,WH2,300,0,1,,,,urgent
ORD2813,Keyboard,hydrabad,Supplier A,22.199k,5,2023-05-29,19/10/2023,,unknown,ten,1,yes,Cash,Delivered,check address
ORD2814,Monitor,chen nai,,₹6500,6,2023-10-31,2023-01-23,,200,5,2,,Cash,Delivered,late delivery
ORD2815,Keyboard,mumbai ,Supplier C,30666 INR,14,2023-06-11,10-04-2023,WH3,nan,15,4,yes,UPI,Delivered,check address
ORD2816,Tablet,mumbai ,unknown,6.402k,17,2023-11-11,2023-11-01,WH1,unknown,15,,,,Delivered,check address
ORD2817,Laptop,mumbai ,Supplier C,24371,3,2023-04-30,03/01/2023,WH2,nan,,5,no,Card,,urgent
ORD2818,Mouse,Delhi,Supplier B,38549,4,2023-03-03,2023-05-31,WH2,200,0,3,no,card ,,
ORD2819,Tablet,banglore,unknown,36454 INR,1,2023-04-01,2023-12-04,,300,10,,,,delivered,check address
ORD2820,Tablet,Delhi,unknown,16515,4,2023-03-31,12-06-2023,,100,,3,yes,card ,Pending,late delivery
ORD2821,Mobile,hydrabad,unknown,18587,14,21/08/2023,2023-05-16,WH3,100,0,1,No,,,late delivery
ORD2822,Mobile,Mumbai,Supplier C,₹38824,7,22/02/2023,2023-01-31,WH1,300,0,4,,Cash,,check address
ORD2823,Mobile,Chennai,Supplier B,44.897k,7,2023-01-25,2023-09-21,WH2,100,,4,No,card ,Pending,urgent
ORD2824,Mouse,hydrabad,,₹8057,1,05-25-2023,03/04/2023,,unknown,15,,,,Cancelled,check address
ORD2825,Mobile,chen nai,Supplier C,13099 INR,2,2023-04-27,19/11/2023,WH1,300rs,0,5,YES,Card,Delivered,late delivery
ORD2826,Keyboard,chen nai,Supplier A,₹49623,3,29/10/2023,09/06/2023,WH3,300rs,ten,,yes,Cash,,check address
ORD2827,Monitor,Chennai,Supplier A,₹47346,18,19/07/2023,2023-07-23,WH1,300,,5,YES,Card,,urgent
ORD2828,Laptop,Bengaluru,Supplier C,₹23097,11,2023-08-10,2023-07-15,WH2,300rs,5,2,YES,UPI,Delivered,
ORD2829,Tablet,Hyderabad,,6183,12,2023-06-18,2023-09-06,,unknown,5,1,yes,UPI,,urgent
ORD2830,Keyboard,hydrabad,Supplier A,21463,14,2023-11-18,07/06/2023,WH2,200,10,2,,UPI,Pending,urgent
ORD2831,Laptop,hydrabad,,32060 INR,9,12-12-2023,2023-01-18,WH1,100,15,2,yes,Cash,,urgent
ORD2832,Keyboard,Mumbai,unknown,₹17696,10,08-24-2023,04-02-2023,,unknown,,4,yes,Card,delivered,urgent
ORD2833,Keyboard,Bangalore,Supplier C,9354,13,2023-12-24,2023-02-26,WH3,200,15,5,no,,,check address
ORD2834,Tablet,chen nai,unknown,₹18912,3,11-14-2023,2023-12-07,WH3,300,15,3,no,Cash,Delivered,
ORD2835,Monitor,mumbai ,Supplier A,46.348k,9,21/05/2023,2023-02-19,,unknown,,2,No,,Pending,check address
ORD2836,Mobile,Delhi,,30361,2,2023-05-24,2023-05-10,WH3,unknown,0,1,yes,Cash,,
ORD2837,Mouse,Bengaluru,unknown,22880 INR,8,2023-01-03,20/09/2023,WH3,300rs,5,2,YES,card ,Cancelled,check address
ORD2838,Monitor,hydrabad,Supplier A,43525,7,27/07/2023,2023-02-20,,200,10,3,YES,UPI,Pending,check address
ORD2839,Mouse,Hyderabad,Supplier B,₹16760,9,29/10/2023,09-19-2023,WH2,200,0,3,no,UPI,Pending,urgent
ORD2840,Tablet,Chennai,unknown,5768,13,2023-01-17,01-22-2023,WH1,nan,15,1,yes,card ,Cancelled,urgent
ORD2841,Tablet,delhi,Supplier B,24951,7,2023-12-08,2023-02-23,WH2,200,15,,,Card,,check address
ORD2842,Tablet,Bangalore,Supplier B,₹34166,7,06-21-2023,2023-12-20,WH1,300rs,,3,no,UPI,delivered,urgent
ORD2843,Laptop,Hyderabad,Supplier A,49.012k,1,02-09-2023,04/05/2023,WH1,100,5,3,no,UPI,Delivered,
ORD2844,Mouse,mumbai ,Supplier C,18431,2,2023-11-27,09-22-2023,,100,5,,YES,Card,Pending,urgent
ORD2845,Monitor,Hyderabad,,19.326k,17,2023-05-06,04/03/2023,WH3,100,10,3,,Card,delivered,check address
ORD2846,Monitor,chen nai,Supplier A,28706 INR,10,2023-01-05,2023-09-01,WH3,300rs,0,2,,card ,Delivered,check address
ORD2847,Keyboard,hydrabad,unknown,34.007k,15,2023-12-23,08/02/2023,WH1,100,ten,1,YES,UPI,Delivered,check address
ORD2848,Keyboard,Delhi,,27934 INR,16,2023-08-20,2023-06-16,WH1,unknown,10,2,YES,card ,,check address
ORD2849,Keyboard,Chennai,Supplier C,40.232k,13,06-02-2023,05-07-2023,,unknown,15,,YES,Cash,delivered,
ORD2850,Tablet,Hyderabad,Supplier A,34439,8,2023-11-27,04-06-2023,WH1,100,ten,1,,Card,Pending,check address
ORD2851,Monitor,Bangalore,Supplier C,33224,9,03/04/2023,04-03-2023,WH2,300,15,3,,Card,Pending,urgent
ORD2852,Mouse,Hyderabad,unknown,25.303k,1,2023-03-22,2023-08-13,WH1,300,5,3,no,UPI,,check address
ORD2853,Tablet,hydrabad,Supplier A,36229 INR,4,2023-04-25,2023-06-07,WH2,nan,15,5,No,,Pending,check address
ORD2854,Laptop,delhi,unknown,28969,18,15/11/2023,2023-02-25,,unknown,0,3,no,card ,Delivered,urgent
ORD2855,Keyboard,Bengaluru,,₹21532,1,2023-04-20,01/01/2023,WH1,nan,0,1,yes,Card,,
ORD2856,Tablet,chen nai,,34855 INR,3,2023-10-18,07-19-2023,WH3,200,10,4,No,Card,Delivered,urgent
ORD2857,Tablet,Delhi,Supplier C,₹7776,10,14/03/2023,2023-03-05,,200,ten,1,,UPI,Delivered,
ORD2858,Laptop,mumbai ,Supplier C,10334,2,12-24-2023,27/02/2023,WH1,unknown,0,3,no,UPI,Cancelled,late delivery
ORD2859,Mobile,Chennai,,38892 INR,18,22/10/2023,01-01-2023,WH1,unknown,15,3,,,Cancelled,check address
ORD2860,Monitor,Chennai,Supplier B,29484,2,12-19-2023,12-23-2023,WH2,200,,4,No,Cash,,late delivery
ORD2861,Mouse,Bengaluru,,29.831k,13,07/03/2023,13/08/2023,WH1,nan,ten,3,,Cash,Delivered,
ORD2862,Mobile,banglore,Supplier A,45.919k,9,01-03-2023,05-07-2023,WH2,100,5,5,no,UPI,,check address
ORD2863,Keyboard,banglore,unknown,₹24665,2,2023-06-08,2023-04-17,WH2,200,5,4,No,,Cancelled,late delivery
ORD2864,Tablet,mumbai ,,₹30205,2,2023-03-08,18/11/2023,WH3,100,5,2,no,UPI,,late delivery
ORD2865,Laptop,Hyderabad,,8054,5,01/12/2023,05/01/2023,WH3,100,,,no,Cash,delivered,late delivery
ORD2866,Laptop,delhi,unknown,44468,14,2023-05-22,30/03/2023,WH3,nan,15,5,,card ,,
ORD2867,Monitor,Chennai,unknown,2028 INR,3,2023-03-14,2023-03-16,,300,0,1,No,Card,delivered,check address
ORD2868,Mobile,Hyderabad,Supplier A,₹11368,14,2023-06-20,08-19-2023,WH3,unknown,15,,,Card,,urgent
ORD2869,Monitor,Chennai,unknown,22435,1,2023-04-11,2023-11-26,WH2,300,10,,No,,delivered,late delivery
ORD2870,Tablet,Chennai,Supplier C,₹18054,9,02-21-2023,01/09/2023,WH1,300rs,15,5,yes,Cash,delivered,check address
ORD2871,Monitor,Hyderabad,,49890,16,2023-08-10,2023-02-04,WH2,300,15,5,yes,,delivered,late delivery
ORD2872,Mouse,hydrabad,unknown,38362 INR,17,2023-08-03,17/04/2023,WH3,200,5,3,No,,delivered,check address
ORD2873,Laptop,Bengaluru,Supplier A,15611,8,09-06-2023,2023-01-18,WH1,nan,15,2,,,Pending,check address
ORD2874,Laptop,hydrabad,unknown,₹14394,15,2023-01-26,2023-04-06,WH2,100,,4,YES,Card,Pending,check address
ORD2875,Keyboard,banglore,,35.623k,8,2023-05-30,20/11/2023,WH1,nan,5,,No,,,
ORD2876,Keyboard,Mumbai,Supplier B,₹31748,7,2023-02-27,12/07/2023,WH2,unknown,10,5,no,Cash,Cancelled,
ORD2877,Tablet,Bangalore,unknown,32.724k,9,04/10/2023,2023-07-25,WH1,300rs,,,yes,Cash,Delivered,urgent
ORD2878,Mouse,Bengaluru,Supplier C,₹48753,2,11-28-2023,2023-01-09,WH1,300rs,,3,No,card ,Pending,
ORD2879,Mobile,hydrabad,,₹44038,10,2023-10-06,19/09/2023,WH3,300rs,10,5,No,Cash,delivered,late delivery
ORD2880,Monitor,chen nai,Supplier A,27.582k,5,09/03/2023,2023-01-22,,100,0,2,No,Card,Pending,urgent
ORD2881,Tablet,delhi,,14.597k,16,2023-12-07,2023-02-20,WH3,300rs,15,4,no,Cash,delivered,check address
ORD2882,Keyboard,delhi,Supplier B,10880 INR,1,31/08/2023,2023-02-04,WH1,unknown,15,3,,UPI,Cancelled,
ORD2883,Monitor,Bangalore,Supplier A,21.815k,6,06/09/2023,09-22-2023,WH1,300rs,0,5,YES,,Pending,urgent
ORD2884,Keyboard,delhi,Supplier B,₹17953,10,2023-03-30,2023-03-16,WH3,300rs,ten,2,no,card ,Delivered,check address
ORD2885,Monitor,Hyderabad,Supplier B,23840,10,2023-05-21,2023-09-01,WH2,unknown,10,1,YES,UPI,Delivered,urgent
ORD2886,Mobile,delhi,Supplier C,13886 INR,19,11/06/2023,10-09-2023,WH1,unknown,ten,1,yes,Cash,Pending,late delivery
ORD2887,Tablet,Mumbai,unknown,12.966k,13,11-16-2023,2023-04-17,WH2,100,ten,2,YES,Cash,Pending,urgent
ORD2888,Monitor,delhi,Supplier C,26.44k,19,2023-01-31,15/06/2023,WH3,300rs,0,,YES,,Delivered,urgent
ORD2889,Mouse,Chennai,Supplier C,7.514k,3,08/09/2023,2023-08-18,,200,5,4,yes,,Cancelled,late delivery
ORD2890,Laptop,Bengaluru,Supplier C,38668 INR,13,2023-08-01,22/09/2023,,nan,5,5,no,Card,,
ORD2891,Mouse,Hyderabad,Supplier A,46369,4,07/12/2023,2023-12-27,WH1,300rs,5,5,no,card ,Pending,late delivery
ORD2892,Mouse,banglore,unknown,₹49069,8,19/08/2023,05-10-2023,WH2,300rs,0,2,yes,Card,Pending,
ORD2893,Laptop,delhi,unknown,6349 INR,12,02-04-2023,04/08/2023,WH3,nan,,5,no,Cash,Delivered,late delivery
ORD2894,Mouse,mumbai ,Supplier A,2.029k,17,09-08-2023,2023-04-10,WH1,300rs,5,4,,card ,Delivered,urgent
ORD2895,Monitor,mumbai ,Supplier C,₹7616,1,06/06/2023,2023-01-16,,unknown,0,2,YES,card ,Delivered,urgent
ORD2896,Monitor,mumbai ,Supplier C,35764,2,2023-12-27,22/01/2023,,300rs,5,,no,Card,Delivered,urgent
ORD2897,Monitor,delhi,Supplier B,26824,9,27/05/2023,2023-08-29,WH2,200,5,1,YES,Cash,Pending,late delivery
ORD2898,Laptop,chen nai,Supplier B,₹27712,1,11-15-2023,2023-07-25,WH1,unknown,15,1,no,Cash,delivered,urgent
ORD2899,Mouse,hydrabad,,₹49461,19,22/07/2023,03/08/2023,WH2,300,0,3,YES,Card,Delivered,urgent
ORD2900,Laptop,Chennai,Supplier B,₹19471,17,2023-07-09,2023-11-22,WH2,100,15,,yes,card ,Cancelled,late delivery
ORD2901,Monitor,Delhi,unknown,₹26256,5,08-02-2023,2023-02-02,WH1,100,10,,yes,card ,Cancelled,late delivery
ORD2902,Mouse,delhi,Supplier A,34142,15,09/08/2023,2023-05-10,WH3,nan,5,1,yes,UPI,Pending,
ORD2903,Mouse,chen nai,Supplier C,₹45329,12,08/12/2023,2023-10-14,,200,ten,5,,Card,Delivered,late delivery
ORD2904,Keyboard,hydrabad,,4.045k,4,10/11/2023,08/09/2023,WH1,100,ten,4,,Cash,,urgent
ORD2905,Keyboard,Delhi,Supplier B,15.728k,15,05-11-2023,06-20-2023,,nan,5,4,yes,UPI,Delivered,late delivery
ORD2906,Mobile,Bangalore,,30713,3,14/02/2023,2023-02-09,WH3,nan,15,3,YES,Card,Pending,late delivery
ORD2907,Tablet,Mumbai,Supplier A,14838,14,06-08-2023,26/01/2023,,nan,ten,,yes,card ,,late delivery
ORD2908,Keyboard,Chennai,Supplier A,23.659k,4,2023-05-02,07-05-2023,,100,0,5,yes,,Pending,late delivery
ORD2909,Laptop,delhi,,39.717k,19,01-11-2023,05/11/2023,WH2,300,,,No,Card,delivered,urgent
ORD2910,Keyboard,Bengaluru,,34573 INR,6,2023-01-28,2023-12-05,WH2,nan,ten,2,,card ,Cancelled,late delivery
ORD2911,Mobile,Hyderabad,,7352 INR,17,2023-09-03,01-27-2023,WH2,300rs,,3,,,Pending,late delivery
ORD2912,Mouse,Bengaluru,Supplier C,₹40238,18,2023-03-28,06-22-2023,WH3,300,10,5,yes,Cash,Delivered,late delivery
ORD2913,Mobile,hydrabad,unknown,24.03k,8,11-29-2023,2023-11-02,WH2,300,0,2,yes,,Delivered,late delivery
ORD2914,Mouse,Bengaluru,Supplier B,34.046k,19,2023-02-26,2023-04-19,,300rs,0,1,No,Cash,Pending,urgent
ORD2915,Mouse,Bangalore,Supplier B,2405,12,02/01/2023,10-29-2023,,100,15,1,No,,Cancelled,urgent
ORD2916,Tablet,Hyderabad,Supplier B,42747 INR,17,27/06/2023,2023-07-01,,100,5,2,,card ,Pending,check address
ORD2917,Keyboard,Bangalore,,8150,19,2023-02-24,2023-04-20,WH1,200,5,3,,UPI,Pending,late delivery
ORD2918,Laptop,Delhi,,30.623k,1,2023-09-28,05-19-2023,,100,0,2,,Cash,Delivered,late delivery
ORD2919,Laptop,Bangalore,,18716 INR,11,2023-09-21,2023-02-04,WH2,200,,,,Card,Delivered,urgent
ORD2920,Monitor,mumbai ,Supplier C,9065,10,03-25-2023,2023-07-09,WH3,nan,10,5,YES,,Delivered,check address
ORD2921,Mouse,Mumbai,Supplier C,13.564k,16,07-03-2023,2023-12-18,WH3,100,15,,yes,Card,Cancelled,check address
ORD2922,Laptop,mumbai ,Supplier C,20.531k,5,10-05-2023,2023-04-21,,100,0,,YES,Cash,Delivered,urgent
ORD2923,Tablet,delhi,Supplier C,₹41760,17,21/05/2023,2023-09-24,,300rs,10,2,no,Cash,,late delivery
ORD2924,Mouse,Delhi,Supplier A,4449,9,04-03-2023,2023-01-28,WH1,nan,0,5,,,,urgent
ORD2925,Tablet,chen nai,Supplier C,₹34200,8,2023-02-18,12/03/2023,,unknown,10,5,,Card,Pending,check address
ORD2926,Laptop,Delhi,Supplier C,34777,10,12-10-2023,22/12/2023,,unknown,10,1,yes,UPI,Pending,late delivery
ORD2927,Laptop,chen nai,Supplier C,8279,8,11-06-2023,2023-02-27,,200,ten,5,,UPI,delivered,urgent
ORD2928,Monitor,Mumbai,Supplier B,45.809k,3,07-24-2023,07-01-2023,WH1,nan,5,4,,UPI,,check address
ORD2929,Laptop,Bangalore,Supplier B,6191,12,2023-11-05,17/03/2023,WH3,unknown,ten,,YES,UPI,Cancelled,check address
ORD2930,Mouse,Bangalore,Supplier B,9508,4,2023-09-29,2023-01-29,,300,15,1,no,UPI,Pending,late delivery
ORD2931,Mouse,Hyderabad,unknown,49.148k,18,2023-06-23,2023-01-28,WH3,300rs,15,,YES,,Pending,
ORD2932,Mouse,delhi,Supplier A,6307 INR,9,2023-06-28,09-09-2023,WH1,300,ten,1,No,UPI,Cancelled,urgent
ORD2933,Monitor,Bengaluru,,5.216k,4,2023-02-01,2023-05-05,WH1,unknown,5,2,,Cash,,check address
ORD2934,Monitor,banglore,Supplier C,2365,2,18/07/2023,2023-11-22,,200,,5,YES,Cash,delivered,check address
ORD2935,Laptop,Delhi,Supplier B,40564 INR,7,2023-05-15,07-15-2023,WH1,100,ten,,yes,,Cancelled,urgent
ORD2936,Mobile,Delhi,Supplier A,10127,18,2023-10-05,2023-11-24,WH1,100,15,2,no,UPI,delivered,check address
ORD2937,Mobile,delhi,Supplier C,20902,2,19/12/2023,19/10/2023,WH3,100,5,5,no,,delivered,late delivery
ORD2938,Monitor,mumbai ,unknown,₹45747,2,2023-02-06,08-03-2023,WH2,200,10,1,yes,,Pending,urgent
ORD2939,Laptop,Chennai,,36536,10,01/11/2023,03/05/2023,WH3,300,10,4,yes,card ,,late delivery
ORD2940,Mobile,delhi,Supplier C,1495,3,08-02-2023,2023-03-07,,200,15,,,Cash,delivered,
ORD2941,Laptop,banglore,,4592 INR,19,2023-10-09,2023-05-28,WH1,200,10,1,no,Card,Cancelled,urgent
ORD2942,Laptop,Bangalore,Supplier C,3.232k,2,2023-09-01,20/04/2023,,300,15,3,yes,,,
ORD2943,Laptop,chen nai,unknown,41816,3,23/05/2023,01/10/2023,WH3,unknown,0,2,No,,Delivered,urgent
ORD2944,Keyboard,mumbai ,Supplier A,20319 INR,9,03/02/2023,2023-01-24,WH1,100,5,4,no,,Delivered,
ORD2945,Mouse,hydrabad,,15667 INR,11,12-14-2023,15/09/2023,,300rs,,2,yes,UPI,Cancelled,check address
ORD2946,Laptop,mumbai ,,14000 INR,11,03/06/2023,11-25-2023,,200,15,5,YES,Card,Delivered,
ORD2947,Keyboard,Hyderabad,Supplier A,7719 INR,3,03/12/2023,2023-10-15,WH3,200,,2,yes,UPI,,urgent
ORD2948,Monitor,Mumbai,,5445 INR,5,2023-07-19,28/12/2023,,300,5,1,no,UPI,,late delivery
ORD2949,Mobile,banglore,Supplier B,₹48941,12,2023-05-12,2023-11-13,WH1,unknown,ten,1,,Card,Pending,check address
ORD2950,Mouse,mumbai ,Supplier A,36.135k,15,26/11/2023,07/12/2023,,300rs,5,2,No,card ,,late delivery
ORD2951,Mobile,banglore,unknown,11776 INR,17,2023-01-25,12-12-2023,WH1,200,0,5,yes,Cash,delivered,check address
ORD2952,Mouse,delhi,Supplier C,40323,16,2023-06-05,19/06/2023,,nan,5,5,no,Cash,Pending,urgent
ORD2953,Mobile,hydrabad,Supplier C,18289,17,22/10/2023,05-18-2023,WH3,300rs,10,4,yes,Cash,delivered,late delivery
ORD2954,Mouse,chen nai,Supplier A,12.419k,15,2023-05-20,2023-08-22,WH1,200,ten,1,yes,UPI,,late delivery
ORD2955,Mobile,chen nai,Supplier B,8900,13,02-07-2023,2023-09-15,,300rs,,2,no,UPI,Pending,urgent
ORD2956,Mobile,hydrabad,unknown,27403 INR,2,2023-05-19,2023-08-25,WH2,unknown,5,4,YES,UPI,Cancelled,check address
ORD2957,Mobile,Delhi,Supplier C,29298,17,2023-10-21,2023-04-27,WH1,nan,5,3,no,card ,Cancelled,check address
ORD2958,Mobile,Bangalore,Supplier C,28.156k,1,05-15-2023,2023-03-13,WH1,nan,,4,no,UPI,Cancelled,urgent
ORD2959,Monitor,Delhi,Supplier B,38.365k,10,02/03/2023,2023-03-04,WH1,300rs,,,,Card,Pending,check address
