order_id,product,city,supplier,price_cleaned,quantity,order_date_clean,delivery_date_clean,warehouse,transport_cost,discount,customer_rating,returned,payment_method,delivery_status,notes
ORD4362,Keyboard,Hyderabad,Unknown,4479.0,13,2023-02-26,2023-12-14,WH1,100.0,15.0,5.0,No,Upi,Delivered,No Notes
ORD4363,Monitor,Hyderabad,Supplier B,10137.0,5,2023-05-02,2023-05-31,WH1,300.0,10.0,2.0,No,Card,Delivered,check address
ORD4364,Laptop,Bangalore,Supplier C,27528.0,15,2023-04-24,2023-11-09,Unknown,100.0,15.0,5.0,No,Cash,Pending,urgent
ORD4365,Mouse,Delhi,Unknown,39859.0,5,2023-09-05,2023-11-11,WH2,300.0,0.0,5.0,No,Unknown,Unknown,check address
ORD4366,Laptop,Delhi,Unknown,36401.0,5,2023-05-18,2023-01-07,WH3,300.0,0.0,4.0,No,Upi,Cancelled,urgent
ORD4367,Laptop,Chennai,Unknown,40558.0,4,2023-02-04,2023-02-07,WH2,300.0,5.0,,No,Upi,Delivered,No Notes
ORD4368,Monitor,Chennai,Unknown,4501.0,16,2023-03-06,2023-12-26,WH1,200.0,0.0,,No,Card,Cancelled,No Notes
ORD4369,Laptop,Mumbai,Supplier B,1889.0,18,2023-02-04,2023-05-23,Unknown,100.0,5.0,5.0,Yes,Card,Pending,check address
ORD4370,Mouse,Mumbai,Supplier C,9765.0,10,2023-12-02,2023-03-18,WH2,200.0,10.0,3.0,No,Cash,Cancelled,late delivery
ORD4371,Tablet,Chennai,Supplier A,15197.0,3,2023-11-06,2023-04-30,Unknown,300.0,5.0,3.0,Yes,Cash,Unknown,late delivery
ORD4372,Keyboard,Chennai,Supplier A,37928.0,10,2023-11-05,2023-12-12,WH3,300.0,5.0,,Yes,Unknown,Unknown,urgent
ORD4373,Tablet,Delhi,Supplier B,43924.0,13,2023-06-29,2023-05-14,WH2,300.0,10.0,1.0,No,Unknown,Unknown,No Notes
ORD4374,Laptop,Chennai,Unknown,37819.0,3,2023-05-31,2023-10-10,WH3,300.0,0.0,,No,Unknown,Pending,No Notes
ORD4375,Tablet,Delhi,Supplier B,49995.0,4,2023-11-30,2023-06-23,WH3,200.0,10.0,2.0,Yes,Card,Unknown,urgent
ORD4376,Mouse,Bangalore,Supplier C,7197.0,13,2023-07-07,2023-08-04,WH1,300.0,0.0,1.0,Yes,Upi,Delivered,No Notes
ORD4377,Mouse,Delhi,Supplier A,14532.0,14,2023-01-04,2023-05-20,WH1,300.0,0.0,5.0,Yes,Upi,Unknown,No Notes
ORD4378,Laptop,Chennai,Unknown,3283.0,4,2023-07-01,2023-07-13,Unknown,300.0,0.0,,No,Unknown,Pending,urgent
ORD4379,Monitor,Chennai,Supplier A,38752.0,12,2023-10-05,2023-12-27,WH3,300.0,5.0,5.0,Yes,Card,Unknown,No Notes
ORD4380,Tablet,Bangalore,Supplier C,17995.0,16,2023-10-23,2023-03-02,WH3,100.0,0.0,3.0,Yes,Unknown,Cancelled,check address
ORD4381,Monitor,Delhi,Unknown,32723.0,10,2023-03-04,2023-04-12,WH1,100.0,0.0,5.0,No,Card,Unknown,No Notes
ORD4382,Monitor,Bangalore,Supplier B,47182.0,17,2023-05-09,2023-03-14,WH3,300.0,10.0,,No,Cash,Pending,check address
ORD4383,Mobile,Bangalore,Supplier A,40605.0,7,2023-08-19,2023-05-23,WH2,100.0,10.0,,No,Card,Cancelled,urgent
ORD4384,Laptop,Bangalore,Supplier A,24490.0,4,2023-07-21,2023-08-24,WH3,200.0,10.0,,No,Upi,Delivered,urgent
ORD4385,Keyboard,Chennai,Unknown,47500.0,12,2023-11-22,2023-10-01,WH3,100.0,10.0,5.0,No,Card,Delivered,urgent
ORD4386,Mouse,Chennai,Supplier B,41043.0,10,2023-08-04,2023-11-19,WH1,300.0,5.0,3.0,No,Cash,Unknown,late delivery
ORD4387,Mouse,Bangalore,Unknown,9715.0,2,2023-07-03,2023-04-09,WH1,300.0,0.0,2.0,Yes,Cash,Pending,check address
ORD4388,Laptop,Bangalore,Unknown,37345.0,14,2023-02-07,2023-06-28,Unknown,100.0,5.0,5.0,No,Cash,Delivered,No Notes
ORD4389,Keyboard,Delhi,Unknown,15739.0,8,2023-01-16,2023-07-16,WH1,300.0,5.0,4.0,No,Card,Cancelled,late delivery
ORD4390,Mouse,Hyderabad,Supplier A,23870.0,10,2023-07-21,2023-06-22,WH2,300.0,5.0,2.0,Yes,Card,Pending,late delivery
ORD4391,Laptop,Hyderabad,Supplier B,33341.0,6,2023-08-13,2023-11-13,WH3,300.0,0.0,2.0,No,Card,Unknown,urgent
ORD4392,Mouse,Bangalore,Unknown,30471.0,2,2023-04-05,2023-03-30,Unknown,300.0,5.0,,No,Upi,Unknown,check address
ORD4393,Monitor,Delhi,Unknown,12590.0,14,2023-05-02,2023-11-08,WH3,300.0,10.0,3.0,No,Upi,Delivered,check address
ORD4394,Tablet,Bangalore,Unknown,19645.0,11,2023-08-30,2023-09-22,WH1,300.0,10.0,1.0,Yes,Upi,Delivered,check address
ORD4395,Tablet,Hyderabad,Supplier C,2023.0,2,2023-07-13,2023-01-10,WH3,300.0,0.0,,Yes,Card,Unknown,late delivery
ORD4396,Mouse,Mumbai,Supplier C,27155.0,4,2023-07-15,2023-10-12,WH3,100.0,15.0,,No,Card,Cancelled,No Notes
ORD4397,Mobile,Chennai,Unknown,25897.0,6,2023-04-20,2023-08-09,WH2,300.0,15.0,5.0,No,Unknown,Cancelled,urgent
ORD4398,Keyboard,Bangalore,Supplier C,16437.0,4,2023-05-01,2023-11-07,WH3,300.0,15.0,5.0,Yes,Unknown,Cancelled,late delivery
ORD4399,Keyboard,Bangalore,Supplier B,12318.0,5,2023-11-29,2023-10-10,WH2,100.0,0.0,1.0,No,Cash,Cancelled,check address
ORD4400,Keyboard,Bangalore,Supplier A,44791.0,6,2023-03-20,2023-06-24,WH3,300.0,5.0,5.0,Yes,Cash,Delivered,late delivery
ORD4401,Monitor,Delhi,Supplier B,32575.0,9,2023-01-22,2023-10-19,WH1,300.0,10.0,4.0,Yes,Card,Delivered,late delivery
ORD4402,Keyboard,Delhi,Supplier A,49198.0,16,2023-09-17,2023-01-14,Unknown,300.0,0.0,1.0,Yes,Cash,Delivered,No Notes
ORD4403,Tablet,Hyderabad,Supplier C,41003.0,11,2023-12-19,2023-08-03,WH1,300.0,0.0,3.0,No,Cash,Pending,late delivery
ORD4404,Monitor,Mumbai,Supplier B,11619.0,11,2023-02-09,2023-09-25,Unknown,300.0,10.0,1.0,Yes,Card,Delivered,check address
ORD4405,Laptop,Bangalore,Unknown,21141.0,10,2023-10-28,2023-08-27,WH3,300.0,0.0,2.0,Yes,Upi,Pending,No Notes
ORD4406,Keyboard,Hyderabad,Unknown,41836.0,1,2023-09-17,2023-12-13,WH1,300.0,10.0,3.0,No,Cash,Unknown,check address
ORD4407,Keyboard,Chennai,Supplier A,2284.0,17,2023-07-30,2023-08-19,WH2,100.0,0.0,2.0,No,Unknown,Pending,check address
ORD4408,Laptop,Hyderabad,Supplier A,29094.0,8,2023-07-17,2023-05-22,WH1,300.0,0.0,3.0,Yes,Unknown,Cancelled,check address
ORD4409,Keyboard,Chennai,Unknown,15466.0,16,2023-05-22,2023-02-03,WH2,300.0,10.0,1.0,No,Cash,Delivered,urgent
ORD4410,Laptop,Hyderabad,Unknown,39121.0,6,2023-05-21,2023-04-23,WH3,100.0,0.0,2.0,Yes,Card,Delivered,No Notes
ORD4411,Monitor,Hyderabad,Unknown,1903.0,14,2023-02-25,2023-02-06,WH3,300.0,15.0,3.0,Yes,Unknown,Delivered,late delivery
ORD4412,Tablet,Hyderabad,Supplier C,43137.0,2,2023-05-19,2023-07-01,Unknown,200.0,0.0,5.0,Yes,Cash,Delivered,late delivery
ORD4413,Laptop,Bangalore,Supplier B,42289.0,9,2023-11-12,2023-04-27,WH1,100.0,10.0,2.0,Yes,Unknown,Cancelled,No Notes
ORD4414,Mobile,Hyderabad,Supplier B,43849.0,4,2023-04-25,2023-12-22,WH3,300.0,0.0,4.0,Yes,Cash,Pending,No Notes
ORD4415,Laptop,Bangalore,Supplier B,17365.0,19,2023-05-04,2023-04-28,Unknown,300.0,15.0,3.0,No,Card,Unknown,late delivery
ORD4416,Keyboard,Mumbai,Supplier C,23394.0,17,2023-05-24,2023-09-24,Unknown,300.0,0.0,,Yes,Unknown,Delivered,late delivery
ORD4417,Monitor,Bangalore,Unknown,16971.0,1,2023-06-06,2023-04-21,WH3,300.0,10.0,,No,Cash,Unknown,No Notes
ORD4418,Mouse,Mumbai,Supplier B,43827.0,2,2023-03-27,2023-05-29,WH2,200.0,5.0,,No,Card,Delivered,late delivery
ORD4419,Monitor,Mumbai,Supplier A,44475.0,17,2023-09-11,2023-09-09,WH2,200.0,10.0,,No,Cash,Cancelled,No Notes
ORD4420,Mouse,Bangalore,Supplier A,32359.0,2,2023-09-17,2023-10-23,Unknown,300.0,0.0,5.0,Yes,Cash,Delivered,late delivery
ORD4421,Laptop,Hyderabad,Supplier A,34180.0,3,2023-08-24,2023-02-16,WH3,300.0,15.0,5.0,No,Card,Unknown,urgent
ORD4422,Tablet,Hyderabad,Unknown,7639.0,4,2023-06-20,2023-12-09,WH1,300.0,15.0,,Yes,Cash,Delivered,check address
ORD4423,Mobile,Bangalore,Unknown,31212.0,13,2023-12-24,2023-07-22,WH1,300.0,0.0,,No,Unknown,Cancelled,urgent
ORD4424,Monitor,Delhi,Supplier C,37601.0,12,2023-02-05,2023-09-10,Unknown,300.0,0.0,1.0,No,Upi,Delivered,late delivery
ORD4425,Keyboard,Chennai,Supplier B,19970.0,5,2023-04-23,2023-06-03,WH1,300.0,0.0,,Yes,Cash,Delivered,check address
ORD4426,Mouse,Delhi,Unknown,32356.0,14,2023-06-14,2023-10-21,WH3,100.0,5.0,,Yes,Unknown,Unknown,No Notes
ORD4427,Keyboard,Hyderabad,Supplier A,22955.0,6,2023-01-23,2023-09-24,WH1,200.0,5.0,1.0,No,Cash,Unknown,late delivery
ORD4428,Tablet,Bangalore,Unknown,27140.0,1,2023-11-26,2023-12-13,WH1,300.0,15.0,,Yes,Upi,Delivered,check address
ORD4429,Mouse,Mumbai,Supplier A,46570.0,16,2023-05-08,2023-03-18,WH3,200.0,10.0,,No,Upi,Cancelled,late delivery
ORD4430,Monitor,Bangalore,Supplier B,40325.0,6,2023-11-07,2023-06-08,WH2,300.0,15.0,2.0,Yes,Cash,Pending,check address
ORD4431,Laptop,Delhi,Supplier C,11467.0,13,2023-09-26,2023-08-01,WH2,100.0,10.0,2.0,No,Unknown,Delivered,check address
ORD4432,Keyboard,Chennai,Unknown,13032.0,13,2023-03-30,2023-05-17,Unknown,100.0,15.0,4.0,No,Card,Cancelled,check address
ORD4433,Tablet,Chennai,Unknown,16126.0,11,2023-02-22,2023-04-29,WH3,300.0,5.0,5.0,No,Card,Pending,late delivery
ORD4434,Monitor,Delhi,Supplier A,3882.0,16,2023-12-01,2023-08-22,WH2,100.0,0.0,3.0,No,Cash,Unknown,late delivery
ORD4435,Monitor,Chennai,Unknown,45703.0,14,2023-12-24,2023-06-09,WH1,100.0,10.0,4.0,No,Unknown,Delivered,check address
ORD4436,Monitor,Chennai,Unknown,36287.0,11,2023-12-18,2023-03-22,Unknown,200.0,15.0,,No,Upi,Unknown,urgent
ORD4437,Monitor,Mumbai,Supplier A,13805.0,5,2023-01-10,2023-08-29,WH3,200.0,5.0,4.0,No,Unknown,Delivered,late delivery
ORD4438,Mouse,Chennai,Supplier B,5400.0,10,2023-07-04,2023-03-21,WH3,300.0,10.0,4.0,No,Cash,Delivered,No Notes
ORD4439,Monitor,Delhi,Supplier A,42614.0,15,2023-01-21,2023-03-14,Unknown,200.0,10.0,,No,Unknown,Delivered,urgent
ORD4440,Keyboard,Mumbai,Supplier B,27553.0,7,2023-07-20,2023-10-29,WH2,200.0,0.0,3.0,Yes,Unknown,Unknown,late delivery
ORD4441,Tablet,Chennai,Supplier C,17564.0,3,2023-11-30,2023-12-29,Unknown,300.0,0.0,,No,Cash,Pending,No Notes
ORD4442,Mouse,Delhi,Supplier C,21509.0,11,2023-03-17,2023-06-07,Unknown,200.0,10.0,4.0,No,Cash,Pending,check address
ORD4443,Monitor,Chennai,Supplier A,36787.0,9,2023-10-22,2023-01-01,WH3,200.0,5.0,1.0,Yes,Card,Pending,No Notes
ORD4444,Mobile,Hyderabad,Supplier C,1764.0,10,2023-10-22,2023-06-04,WH3,300.0,0.0,1.0,Yes,Cash,Delivered,late delivery
ORD4445,Mobile,Bangalore,Unknown,21519.0,4,2023-07-09,2023-04-17,WH1,200.0,10.0,1.0,No,Upi,Cancelled,check address
ORD4446,Tablet,Chennai,Supplier B,11558.0,18,2023-04-06,2023-09-04,Unknown,300.0,5.0,4.0,No,Unknown,Unknown,check address
ORD4447,Laptop,Delhi,Unknown,17175.0,14,2023-03-02,2023-01-06,WH3,300.0,5.0,4.0,Yes,Upi,Unknown,check address
ORD4448,Laptop,Bangalore,Unknown,27947.0,9,2023-02-17,2023-08-05,WH3,300.0,5.0,5.0,No,Card,Cancelled,urgent
ORD4449,Mouse,Bangalore,Supplier C,15214.0,16,2023-12-13,2023-05-06,WH3,300.0,0.0,2.0,No,Card,Pending,check address
ORD4450,Mouse,Mumbai,Supplier B,22422.0,2,2023-01-26,2023-07-27,WH3,200.0,15.0,5.0,No,Cash,Pending,urgent
ORD4451,Mouse,Chennai,Unknown,7799.0,7,2023-06-25,2023-04-11,Unknown,300.0,15.0,,Yes,Unknown,Unknown,late delivery
ORD4452,Laptop,Chennai,Unknown,33021.0,5,2023-04-24,2023-07-30,Unknown,300.0,0.0,1.0,Yes,Cash,Delivered,late delivery
ORD4453,Mobile,Delhi,Unknown,15509.0,17,2023-04-16,2023-09-24,WH2,300.0,15.0,2.0,Yes,Card,Delivered,late delivery
ORD4454,Laptop,Hyderabad,Unknown,10974.0,11,2023-10-08,2023-05-26,Unknown,300.0,5.0,5.0,Yes,Upi,Delivered,late delivery
ORD4455,Keyboard,Chennai,Unknown,30356.0,4,2023-05-08,2023-10-11,WH3,300.0,10.0,3.0,No,Cash,Pending,urgent
ORD4456,Monitor,Delhi,Unknown,19840.0,17,2023-04-10,2023-01-09,WH1,300.0,15.0,3.0,Yes,Card,Unknown,late delivery
ORD4457,Mouse,Hyderabad,Supplier C,39449.0,5,2023-11-09,2023-07-02,Unknown,100.0,0.0,3.0,Yes,Upi,Delivered,check address
ORD4458,Mobile,Delhi,Supplier B,7997.0,4,2023-02-27,2023-05-24,WH2,300.0,10.0,1.0,No,Cash,Delivered,urgent
ORD4459,Tablet,Mumbai,Supplier A,10374.0,10,2023-11-27,2023-10-02,Unknown,200.0,15.0,2.0,No,Cash,Cancelled,urgent
ORD4460,Tablet,Hyderabad,Supplier B,37900.0,3,2023-06-28,2023-07-22,WH3,200.0,5.0,1.0,No,Cash,Delivered,urgent
ORD4461,Monitor,Mumbai,Supplier A,3453.0,6,2023-02-02,2023-07-17,WH2,200.0,15.0,3.0,No,Card,Delivered,late delivery
ORD4462,Mobile,Bangalore,Unknown,1538.0,8,2023-06-20,2023-08-11,WH3,100.0,10.0,4.0,No,Upi,Unknown,late delivery
ORD4463,Laptop,Bangalore,Unknown,11615.0,5,2023-01-29,2023-09-24,WH3,300.0,0.0,1.0,No,Unknown,Pending,late delivery
ORD4464,Laptop,Bangalore,Supplier B,31593.0,8,2023-01-28,2023-01-13,Unknown,300.0,15.0,2.0,Yes,Card,Unknown,check address
ORD4465,Keyboard,Hyderabad,Unknown,3303.0,10,2023-03-02,2023-04-24,Unknown,300.0,0.0,1.0,No,Card,Cancelled,check address
ORD4466,Keyboard,Mumbai,Supplier B,19556.0,19,2023-10-10,2023-02-05,WH2,200.0,10.0,2.0,No,Card,Pending,check address
ORD4467,Laptop,Mumbai,Supplier B,35103.0,4,2023-09-13,2023-11-10,WH2,300.0,0.0,,No,Upi,Unknown,urgent
ORD4468,Tablet,Delhi,Unknown,36027.0,6,2023-04-26,2023-12-24,WH2,300.0,0.0,4.0,No,Card,Delivered,No Notes
ORD4469,Mouse,Mumbai,Supplier C,7615.0,3,2023-06-21,2023-03-10,WH2,100.0,10.0,5.0,No,Unknown,Unknown,urgent
ORD4470,Tablet,Delhi,Unknown,32468.0,4,2023-04-29,2023-12-16,WH1,100.0,10.0,2.0,Yes,Unknown,Pending,late delivery
ORD4471,Keyboard,Chennai,Supplier C,9691.0,4,2023-09-08,2023-06-25,WH2,200.0,10.0,2.0,No,Unknown,Delivered,No Notes
ORD4472,Monitor,Bangalore,Supplier C,34578.0,5,2023-02-20,2023-07-02,Unknown,300.0,5.0,3.0,No,Card,Delivered,check address
ORD4473,Laptop,Mumbai,Supplier B,24732.0,15,2023-02-16,2023-07-02,WH1,200.0,10.0,3.0,No,Card,Cancelled,check address
ORD4474,Keyboard,Delhi,Unknown,24940.0,16,2023-11-18,2023-02-20,WH3,300.0,0.0,4.0,No,Card,Unknown,late delivery
ORD4475,Keyboard,Mumbai,Supplier B,37481.0,6,2023-01-07,2023-02-04,WH3,200.0,0.0,,No,Unknown,Delivered,No Notes
ORD4476,Mouse,Bangalore,Supplier A,4704.0,18,2023-09-21,2023-09-09,WH2,300.0,0.0,,No,Card,Cancelled,No Notes
ORD4477,Laptop,Chennai,Supplier B,34978.0,12,2023-12-23,2023-04-30,WH3,300.0,0.0,1.0,No,Upi,Cancelled,urgent
ORD4478,Mouse,Bangalore,Unknown,15211.0,7,2023-09-16,2023-03-06,WH1,300.0,5.0,5.0,No,Unknown,Cancelled,check address
ORD4479,Laptop,Bangalore,Supplier B,49866.0,12,2023-03-19,2023-10-16,Unknown,100.0,15.0,5.0,Yes,Card,Pending,No Notes
ORD4480,Mouse,Chennai,Supplier A,37513.0,14,2023-09-23,2023-04-07,Unknown,100.0,10.0,4.0,No,Upi,Delivered,urgent
ORD4481,Tablet,Delhi,Supplier B,11178.0,13,2023-04-17,2023-03-05,WH1,300.0,10.0,5.0,No,Card,Pending,check address
ORD4482,Monitor,Mumbai,Supplier A,25175.0,11,2023-12-24,2023-09-22,WH2,100.0,0.0,1.0,Yes,Card,Delivered,urgent
ORD4483,Monitor,Delhi,Unknown,18875.0,11,2023-11-28,2023-02-27,WH2,300.0,5.0,3.0,Yes,Card,Unknown,urgent
ORD4484,Laptop,Hyderabad,Supplier B,16816.0,2,2023-08-14,2023-05-15,WH2,300.0,10.0,,Yes,Card,Pending,No Notes
ORD4485,Mobile,Mumbai,Supplier A,33441.0,14,2023-09-10,2023-11-07,WH1,200.0,5.0,4.0,No,Upi,Delivered,late delivery
ORD4486,Keyboard,Bangalore,Unknown,29846.0,15,2023-01-26,2023-09-06,WH2,300.0,0.0,5.0,No,Card,Unknown,late delivery
ORD4487,Keyboard,Mumbai,Unknown,16620.0,1,2023-07-19,2023-03-30,Unknown,100.0,10.0,,No,Unknown,Pending,urgent
ORD4488,Laptop,Chennai,Supplier C,23844.0,12,2023-04-11,2023-06-13,WH1,100.0,0.0,4.0,No,Cash,Delivered,No Notes
ORD4489,Mouse,Bangalore,Supplier A,32589.0,14,2023-10-14,2023-09-12,WH1,300.0,15.0,4.0,Yes,Card,Unknown,late delivery
ORD4490,Mobile,Hyderabad,Unknown,46986.0,18,2023-10-05,2023-11-18,WH3,200.0,15.0,2.0,No,Unknown,Unknown,urgent
ORD4491,Tablet,Bangalore,Unknown,7110.0,3,2023-12-02,2023-04-26,WH3,300.0,0.0,2.0,Yes,Card,Delivered,No Notes
ORD4492,Mouse,Mumbai,Unknown,29940.0,12,2023-01-08,2023-11-18,WH2,300.0,10.0,4.0,Yes,Unknown,Delivered,urgent
ORD4493,Mouse,Delhi,Supplier B,35585.0,5,2023-11-13,2023-02-04,WH2,200.0,15.0,,No,Card,Cancelled,urgent
ORD4494,Laptop,Chennai,Supplier C,7613.0,3,2023-07-31,2023-11-15,Unknown,300.0,15.0,2.0,No,Cash,Pending,urgent
ORD4495,Laptop,Delhi,Supplier A,38087.0,7,2023-04-19,2023-01-02,WH2,300.0,0.0,5.0,No,Cash,Delivered,No Notes
ORD4496,Keyboard,Bangalore,Unknown,8231.0,16,2023-03-05,2023-01-01,Unknown,100.0,10.0,4.0,Yes,Card,Delivered,urgent
ORD4497,Laptop,Delhi,Supplier C,12214.0,17,2023-05-15,2023-12-06,WH2,300.0,0.0,2.0,Yes,Cash,Delivered,check address
ORD4498,Laptop,Mumbai,Unknown,3877.0,8,2023-06-10,2023-08-05,Unknown,200.0,0.0,5.0,Yes,Card,Cancelled,No Notes
ORD4499,Laptop,Bangalore,Unknown,33207.0,15,2023-06-21,2023-09-22,WH1,300.0,5.0,3.0,No,Upi,Delivered,urgent
ORD4500,Keyboard,Delhi,Unknown,37855.0,15,2023-07-29,2023-06-29,Unknown,300.0,15.0,3.0,No,Card,Delivered,check address
ORD4501,Tablet,Hyderabad,Unknown,2147.0,8,2023-12-20,2023-07-13,WH2,300.0,15.0,,No,Card,Pending,late delivery
ORD4502,Tablet,Hyderabad,Unknown,49709.0,11,2023-10-12,2023-03-16,WH3,300.0,0.0,4.0,No,Cash,Delivered,late delivery
ORD4503,Laptop,Delhi,Unknown,8609.0,10,2023-04-03,2023-02-09,WH2,300.0,15.0,1.0,Yes,Cash,Unknown,No Notes
ORD4504,Keyboard,Mumbai,Supplier C,10737.0,18,2023-09-17,2023-10-12,WH1,300.0,5.0,5.0,Yes,Card,Delivered,late delivery
ORD4505,Tablet,Delhi,Supplier A,37751.0,9,2023-03-15,2023-11-26,WH3,200.0,0.0,,No,Card,Cancelled,urgent
ORD4506,Mouse,Hyderabad,Unknown,46323.0,16,2023-08-04,2023-05-25,Unknown,300.0,0.0,,Yes,Upi,Cancelled,No Notes
ORD4507,Tablet,Bangalore,Supplier C,41902.0,1,2023-09-24,2023-10-06,WH3,100.0,15.0,,No,Upi,Delivered,No Notes
ORD4508,Tablet,Bangalore,Unknown,6606.0,6,2023-02-13,2023-06-29,WH2,300.0,15.0,4.0,No,Cash,Pending,urgent
ORD4509,Keyboard,Bangalore,Unknown,45686.0,2,2023-05-21,2023-05-27,WH3,300.0,5.0,2.0,No,Card,Delivered,late delivery
ORD4510,Mouse,Mumbai,Supplier B,49581.0,13,2023-06-13,2023-01-28,WH3,200.0,10.0,3.0,Yes,Card,Delivered,check address
ORD4511,Keyboard,Chennai,Unknown,45861.0,6,2023-02-24,2023-08-12,WH2,200.0,5.0,2.0,Yes,Card,Pending,late delivery
ORD4512,Laptop,Bangalore,Supplier C,2095.0,9,2023-07-25,2023-03-16,WH2,300.0,0.0,5.0,Yes,Card,Cancelled,No Notes
ORD4513,Monitor,Hyderabad,Supplier C,21211.0,14,2023-03-19,2023-08-01,WH1,100.0,0.0,4.0,Yes,Unknown,Delivered,late delivery
ORD4514,Tablet,Delhi,Supplier A,21669.0,7,2023-07-19,2023-08-16,WH3,100.0,10.0,,No,Upi,Delivered,urgent
ORD4515,Monitor,Delhi,Supplier C,18379.0,5,2023-12-10,2023-02-19,Unknown,300.0,10.0,3.0,No,Unknown,Delivered,urgent
ORD4516,Keyboard,Chennai,Unknown,23065.0,7,2023-11-24,2023-07-25,WH2,300.0,5.0,5.0,Yes,Card,Delivered,late delivery
ORD4517,Keyboard,Chennai,Supplier C,49844.0,3,2023-03-03,2023-06-29,WH3,300.0,5.0,3.0,No,Card,Unknown,No Notes
ORD4518,Keyboard,Mumbai,Supplier B,38429.0,13,2023-04-14,2023-05-15,WH2,300.0,0.0,,Yes,Card,Cancelled,late delivery
ORD4519,Monitor,Chennai,Unknown,17181.0,12,2023-06-15,2023-09-29,WH1,300.0,10.0,3.0,Yes,Upi,Pending,No Notes
ORD4520,Keyboard,Delhi,Unknown,20167.0,6,2023-04-13,2023-06-16,WH2,300.0,0.0,4.0,No,Card,Cancelled,check address
ORD4521,Laptop,Bangalore,Supplier C,11087.0,2,2023-01-08,2023-06-29,WH2,100.0,10.0,4.0,No,Card,Delivered,check address
ORD4522,Keyboard,Hyderabad,Supplier C,6682.0,15,2023-04-10,2023-01-12,WH1,200.0,10.0,1.0,No,Card,Cancelled,check address
ORD4523,Mobile,Hyderabad,Supplier C,39729.0,15,2023-11-23,2023-03-03,WH2,300.0,0.0,1.0,Yes,Card,Delivered,late delivery
ORD4524,Monitor,Delhi,Supplier C,22152.0,18,2023-10-28,2023-03-08,WH1,200.0,10.0,1.0,No,Upi,Cancelled,No Notes
ORD4525,Mobile,Bangalore,Supplier B,38972.0,17,2023-01-16,2023-06-03,WH3,300.0,10.0,1.0,Yes,Card,Delivered,urgent
ORD4526,Keyboard,Chennai,Unknown,8552.0,3,2023-03-15,2023-09-12,WH3,300.0,15.0,,No,Upi,Delivered,No Notes
ORD4527,Laptop,Mumbai,Supplier B,17468.0,3,2023-01-11,2023-08-06,WH3,200.0,10.0,2.0,No,Upi,Delivered,No Notes
ORD4528,Tablet,Mumbai,Supplier B,25531.0,9,2023-07-17,2023-03-16,Unknown,200.0,0.0,1.0,Yes,Card,Unknown,late delivery
ORD4529,Mouse,Chennai,Supplier B,8084.0,10,2023-08-28,2023-08-29,WH2,300.0,0.0,2.0,Yes,Unknown,Unknown,No Notes
ORD4530,Mouse,Hyderabad,Unknown,44848.0,12,2023-03-05,2023-05-16,WH1,200.0,0.0,3.0,Yes,Card,Delivered,No Notes
ORD4531,Keyboard,Chennai,Supplier B,46647.0,1,2023-04-08,2023-12-29,WH2,300.0,10.0,2.0,No,Upi,Unknown,check address
ORD4532,Laptop,Delhi,Supplier C,20163.0,4,2023-08-15,2023-11-06,Unknown,300.0,0.0,3.0,No,Cash,Pending,urgent
ORD4533,Monitor,Mumbai,Supplier B,7055.0,5,2023-08-04,2023-03-14,WH2,200.0,10.0,1.0,No,Unknown,Delivered,check address
ORD4534,Mobile,Bangalore,Supplier C,3669.0,17,2023-01-05,2023-04-04,Unknown,100.0,15.0,2.0,No,Unknown,Unknown,urgent
ORD4535,Mobile,Delhi,Unknown,13028.0,5,2023-11-30,2023-06-07,WH2,100.0,10.0,3.0,Yes,Cash,Delivered,check address
ORD4536,Mobile,Chennai,Unknown,2008.0,4,2023-11-09,2023-10-11,Unknown,300.0,5.0,1.0,No,Unknown,Delivered,No Notes
ORD4537,Monitor,Chennai,Unknown,16523.0,15,2023-03-12,2023-06-28,WH1,300.0,10.0,,No,Card,Delivered,check address
ORD4538,Mouse,Bangalore,Unknown,46307.0,10,2023-08-02,2023-09-29,WH2,100.0,5.0,3.0,No,Cash,Unknown,late delivery
ORD4539,Laptop,Bangalore,Unknown,3199.0,5,2023-11-28,2023-04-11,WH2,200.0,0.0,4.0,No,Cash,Unknown,late delivery
ORD4540,Monitor,Mumbai,Supplier C,43319.0,14,2023-03-09,2023-06-17,WH1,200.0,10.0,3.0,No,Cash,Pending,late delivery
ORD4541,Mobile,Mumbai,Supplier C,37207.0,13,2023-06-23,2023-04-05,WH1,100.0,5.0,1.0,Yes,Card,Delivered,late delivery
ORD4542,Keyboard,Hyderabad,Supplier C,39650.0,19,2023-11-25,2023-04-28,WH3,300.0,0.0,,Yes,Unknown,Unknown,No Notes
ORD4543,Tablet,Bangalore,Unknown,20297.0,8,2023-08-30,2023-08-22,Unknown,300.0,10.0,5.0,No,Unknown,Pending,urgent
ORD4544,Monitor,Mumbai,Supplier B,5695.0,12,2023-08-21,2023-07-30,WH1,200.0,10.0,4.0,Yes,Card,Cancelled,late delivery
ORD4545,Monitor,Delhi,Supplier A,2006.0,19,2023-10-18,2023-01-25,WH3,300.0,10.0,2.0,No,Card,Pending,check address
ORD4546,Laptop,Bangalore,Supplier B,8114.0,19,2023-07-01,2023-08-27,Unknown,300.0,5.0,4.0,Yes,Unknown,Unknown,check address
